TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,AccountBalance_Binned,Target
193784.9215,Debit,New York,ATM,4234.000000000001,Doctor,33070.0,5.0,131886418.06979999,1,1
174385.348,Debit,Albuquerque,Branch,1134.0,Student,51050.0,5.0,58145393.2378,0,0
1257134.8375,Debit,Seattle,ATM,1630.0,Engineer,76570.0,5.0,83122993.39559998,1,2
615087.6275000001,Debit,Milwaukee,Online,3118.0,Engineer,34230.0,5.0,6527270.925,0,1
79651.7235,Debit,Phoenix,Online,1754.0,Student,13930.0,5.0,9068961.953999998,0,1
137255.6005,Credit,Jacksonville,Branch,4234.000000000001,Retired,11320.0,5.0,35611000.0902,0,3
896352.6605,Credit,Kansas City,Branch,3366.0,Retired,13060.0,5.0,58240158.0716,0,3
451697.55000000005,Debit,Detroit,Branch,1754.0,Student,20310.0,5.0,12174630.196399998,0,3
305711.44200000004,Debit,Seattle,Branch,1134.0,Student,29010.000000000004,5.0,4529175.9756,0,2
97535.4055,Credit,Philadelphia,Online,1878.0,Doctor,13930.0,5.0,142123846.70079997,1,1
109163.63650000001,Credit,Houston,Branch,3676.0,Engineer,16250.0,5.0,45146097.825799994,0,3
38799.407,Debit,Jacksonville,ATM,2684.0,Engineer,40030.0,5.0,82050082.90679999,1,3
96710.3,Debit,San Antonio,Branch,2250.0,Doctor,24370.000000000004,5.0,24948542.997399997,0,2
141764.898,Debit,Los Angeles,Branch,3304.0,Retired,38000.0,5.0,60333464.157,0,3
229513.90850000002,Debit,San Diego,ATM,2064.0,Doctor,15380.000000000002,5.0,147278934.6456,1,2
2381389.0524999998,Debit,Miami,Branch,1134.0,Student,37420.0,5.0,11257925.477599999,0,1
223699.793,Debit,Raleigh,Branch,2684.0,Engineer,71640.0,5.0,38988168.83759999,0,2
3682484.4835000006,Debit,Portland,ATM,1878.0,Doctor,46700.0,5.0,164986718.26759997,2,2
752112.706,Debit,nan,ATM,3986.0000000000005,Retired,22920.0,5.0,32344514.288399994,0,2
299839.761,Credit,Virginia Beach,Branch,2870.0,Engineer,46410.0,5.0,116843504.884,1,2
819349.21,Credit,Oklahoma City,Branch,3056.0,Engineer,47280.0,5.0,122787506.35099998,1,1
851355.628,Debit,Tucson,nan,1134.0,Student,39740.0,5.0,13004603.520999998,0,2
195262.43600000002,nan,Philadelphia,nan,1940.0,Doctor,7550.0,5.0,89903960.25499998,1,1
129656.95449999999,Debit,Charlotte,Branch,2312.0,Engineer,31040.0,5.0,41150949.29879999,0,0
626101.8265000001,Debit,Denver,Online,3490.0,Engineer,51920.0,5.0,121561811.74239998,1,3
304253.11600000004,Debit,Sacramento,ATM,2064.0,Doctor,29010.000000000004,5.0,80352498.10539998,1,2
107494.23700000001,Debit,Memphis,Online,1692.0,Student,41190.0,5.0,52783072.3048,0,1
553166.338,nan,Portland,Online,1692.0,Student,10450.0,5.0,2392727.3441999997,0,2
471404.13950000005,Credit,Portland,Branch,1506.0,Student,31040.0,5.0,11191128.914999997,0,2
292010.85300000006,Credit,Los Angeles,Online,2436.0,Engineer,51050.0,17.0,36594501.3716,0,3
219420.7575,Credit,El Paso,Branch,2560.0,Engineer,6100.000000000001,5.0,6979077.5188,0,3
716249.3994999999,Credit,Miami,Online,3800.0,Doctor,22920.0,5.0,125583738.40139998,1,1
968309.5355000001,Debit,Portland,Online,3738.0,Engineer,48730.000000000015,5.0,56623353.968399994,0,2
242197.507,Debit,Atlanta,ATM,2870.0,Engineer,22340.0,17.0,91245247.13339998,1,0
1573745.0875,Debit,Kansas City,Branch,2932.0,Doctor,52500.0,5.0,130959597.16779996,1,3
1893540.6284999996,Credit,Houston,Online,4234.000000000001,Doctor,36840.0,5.0,221392324.27979997,2,3
16061.0345,Debit,Colorado Springs,ATM,3924.0,Retired,39160.0,5.0,16458833.781599997,0,0
378953.9465000001,Credit,Fresno,Online,3304.0,Retired,8710.0,5.0,74463094.27419999,0,3
1224168.9945,Debit,New York,Branch,3614.0,Retired,26110.0,5.0,118255753.81219998,1,1
25943.112,Debit,Seattle,ATM,1630.0,Student,18860.0,5.0,3864631.9998,0,2
829135.3450000001,Debit,San Francisco,ATM,3056.0,Engineer,69610.0,5.0,31453992.632,0,2
719895.2145,Debit,Fort Worth,ATM,3180.0,Engineer,19150.0,9.0,81752250.57199998,1,3
1233206.778,Debit,Fresno,Branch,3118.0,Doctor,27270.0,5.0,125879041.69039997,1,3
150514.854,Credit,San Jose,Online,3242.0,Retired,84690.0,5.0,102215801.51159999,1,2
268101.982,Debit,Memphis,Branch,3056.0,Engineer,58300.0,5.0,75258999.86419998,1,1
959406.0715000001,Debit,San Jose,Branch,1940.0,Engineer,85850.0,5.0,132179936.14999998,1,2
19323.0795,Debit,Albuquerque,Online,1506.0,Student,14220.0,5.0,7896823.609399999,0,0
231451.947,Debit,Raleigh,ATM,1444.0,Student,24660.0,5.0,139536930.3822,1,2
1110035.7965,Debit,Nashville,Branch,3676.0,Retired,52210.0,5.0,96328926.72619998,1,1
228919.065,Debit,Mesa,Branch,2126.0,Engineer,6390.0,21.0,4746376.379600001,0,1
539043.6020000001,Debit,Phoenix,Online,2560.0,Doctor,48730.000000000015,5.0,78829714.999,1,1
81397.87700000001,Debit,Sacramento,Online,1320.0,Student,29590.0,5.0,7298183.5918,0,2
147809.27550000002,Debit,Fresno,ATM,4172.000000000001,Doctor,75120.0,5.0,168260047.36979997,2,3
43347.0815,Debit,Seattle,ATM,3862.0,Retired,13060.0,5.0,59339697.925,0,2
1091365.386,Debit,Baltimore,ATM,3180.0,Retired,44960.0,5.0,111342383.96679996,1,0
49775.22900000001,Credit,San Jose,Online,3614.0,Retired,61200.0,21.0,71633240.79139999,0,2
203283.229,Debit,Oklahoma City,Branch,3180.0,Engineer,60040.0,5.0,88711589.54399998,1,1
1407073.7765,Debit,Virginia Beach,ATM,3242.0,Doctor,27270.0,21.0,155119869.23,2,2
671885.5874999999,Credit,Fresno,ATM,1320.0,Student,56560.0,5.0,4410608.3578,0,3
2208942.003,Debit,Kansas City,ATM,4048.0000000000005,Doctor,30460.0,5.0,16365407.854399998,0,3
352435.43950000004,Debit,San Diego,Online,1196.0,Student,69030.0,5.0,13541802.6024,0,2
533958.6494999999,Debit,Tucson,Branch,1816.0,Doctor,35680.0,5.0,99441289.50159998,1,2
902435.415,Debit,Austin,ATM,2498.0,Doctor,25530.0,5.0,126810771.91659999,1,0
502144.1165,Debit,Philadelphia,ATM,3304.0,Retired,24370.000000000004,5.0,76267940.37099998,1,1
700457.2640000001,Debit,Virginia Beach,Branch,1382.0,Student,27270.0,5.0,13000735.568599997,0,2
405069.49500000005,Debit,Miami,Branch,3552.0,Retired,39450.0,5.0,105026463.9998,1,1
41236.3465,Debit,Denver,ATM,3614.0,Doctor,69610.0,5.0,178390661.00759998,2,3
122000.743,Debit,Columbus,ATM,1134.0,Student,57720.0,5.0,120294015.9596,1,0
617601.321,Debit,San Antonio,ATM,3924.0,Doctor,48440.0,5.0,187841110.09259996,2,2
23237.5335,Debit,Jacksonville,nan,4668.000000000001,Retired,36840.0,5.0,25741026.9372,0,3
1232938.139,Debit,Milwaukee,Branch,2746.0,Engineer,8130.0,5.0,46760224.11579999,0,1
403822.2425,Debit,Las Vegas,ATM,1692.0,Student,42350.0,5.0,18484301.9326,0,3
601847.5625,Credit,Chicago,Branch,3428.0,Retired,50180.0,5.0,28062988.516399994,0,0
191424.736,Debit,Sacramento,Branch,1630.0,Student,38000.0,5.0,6202065.388599999,0,2
221282.042,Debit,Denver,Branch,3304.0,Retired,32780.0,5.0,88205482.84919998,1,3
64492.8085,Debit,Milwaukee,Online,1444.0,Student,20890.0,5.0,7127249.849199999,0,1
956719.6815,Credit,Oklahoma City,Online,2064.0,Doctor,9290.0,5.0,87222279.10259998,1,1
189601.8285,Debit,San Francisco,Branch,1692.0,Student,26400.0,5.0,11858350.704,0,2
3588.5095000000006,Debit,Washington,ATM,4048.0000000000005,Retired,42640.0,5.0,108420889.76559998,1,2
151435.902,Credit,Jacksonville,Online,3676.0,Engineer,27560.0,5.0,83679681.00639997,1,3
372813.6265,Credit,Seattle,Branch,2436.0,Engineer,2910.0000000000005,5.0,44457899.833399996,0,2
55128.8205,Debit,Kansas City,ATM,3304.0,Engineer,53660.0,5.0,40360101.8004,0,3
202496.50050000002,Debit,Colorado Springs,Online,1506.0,Student,25530.0,5.0,21328288.3184,0,0
1414845.1190000002,Debit,Miami,Online,1878.0,Doctor,9870.0,5.0,109144196.86439998,1,1
456417.9210000001,Debit,Philadelphia,ATM,1134.0,Student,60910.0,5.0,7075925.096199999,0,1
785980.4085,Debit,Kansas City,Branch,4048.0000000000005,Doctor,25820.0,5.0,174030437.28099996,2,3
144931.0005,Credit,Fresno,Online,1320.0,Student,45540.0,5.0,15387857.268999998,0,3
139596.5975,Debit,Phoenix,ATM,3986.0000000000005,Doctor,4360.0,5.0,179157556.95459998,2,1
75046.4835,Debit,Columbus,Online,1630.0,Student,41480.0,5.0,7714286.009599999,0,0
2513290.8015,Debit,San Francisco,ATM,1444.0,Student,40320.0,5.0,18728875.5382,0,2
1399571.073,Debit,Los Angeles,ATM,4234.000000000001,Doctor,26110.0,5.0,135789777.11099997,1,3
263822.9465000001,Debit,Fort Worth,ATM,2126.0,Engineer,14510.000000000002,5.0,66514749.62699999,0,3
968463.0434999999,Debit,Detroit,Online,1816.0,Engineer,17700.000000000004,5.0,92452197.04959999,1,3
712795.4695,Credit,Milwaukee,Branch,1506.0,Student,16830.000000000004,5.0,17659386.699599996,0,1
825777.3575,Debit,Charlotte,Online,2250.0,Doctor,59460.0,5.0,5279856.276,0,0
441949.792,Debit,Las Vegas,Branch,2188.0,Engineer,16250.0,5.0,11774445.8904,0,3
233543.49349999998,Debit,Chicago,ATM,3242.0,Retired,40610.0,5.0,87458819.26859999,1,0
189716.95950000003,Debit,Detroit,Online,1258.0,Student,51920.0,5.0,7932379.018,0,3
225561.0775,Debit,Fresno,ATM,1506.0,Student,10160.0,5.0,13358521.1656,0,3
469427.72400000005,Debit,Tucson,Branch,1878.0,Doctor,29880.0,5.0,136264493.88439998,1,2
617735.6405,Debit,Nashville,ATM,2808.0,Engineer,3490.0000000000005,5.0,65349603.35019998,0,1
2096785.2205,Debit,Columbus,Branch,3614.0,Retired,3200.0000000000005,5.0,20693349.0552,0,0
543476.1455,Debit,El Paso,Online,2498.0,Engineer,28430.0,5.0,29884050.259800002,0,3
665169.6124999999,Debit,Washington,Online,1878.0,Engineer,17410.000000000004,5.0,94570942.36039999,1,2
732271.797,Debit,Las Vegas,Online,3986.0000000000005,Retired,47570.0,5.0,89396217.11879998,1,3
745761.3125,Debit,Oklahoma City,ATM,4730.000000000001,Retired,12480.0,5.0,117479485.519,1,1
56069.057,Debit,San Antonio,ATM,1506.0,Student,43800.0,5.0,24538242.508199997,0,2
89706.4975,Debit,Colorado Springs,Branch,4172.000000000001,Retired,43510.0,5.0,42256439.84819999,0,0
668988.124,Debit,San Jose,Online,3552.0,Retired,37130.0,5.0,48720829.6804,0,2
612439.6145,Debit,Tucson,Online,4544.000000000001,Retired,23500.0,5.0,96722118.9644,1,2
141899.2175,Debit,Kansas City,ATM,1630.0,Student,22049.999999999993,5.0,5414044.4708,0,3
747641.7855,Debit,Mesa,Online,1692.0,Engineer,28720.0,5.0,145025703.60519996,1,1
417561.20850000007,Debit,Chicago,ATM,1196.0,Student,13060.0,5.0,20894928.8822,0,0
383463.24400000006,Debit,Dallas,ATM,1320.0,Student,43510.0,5.0,10509625.4556,0,0
108127.4575,Debit,Charlotte,ATM,2746.0,Doctor,21760.0,5.0,75807951.57019998,1,0
477697.9675000001,Credit,San Francisco,Branch,4048.0000000000005,Retired,8420.000000000002,5.0,45519801.5346,0,2
273589.89300000004,Debit,San Antonio,ATM,2064.0,Engineer,42060.0,5.0,116696671.46019998,1,2
1958628.0204999999,Debit,Fort Worth,ATM,1754.0,Student,25240.0,5.0,16656248.121399997,0,3
161836.06900000002,Debit,Memphis,Online,3614.0,Retired,71930.0,13.0,79054651.3078,1,1
3084647.5775,Debit,Phoenix,ATM,1940.0,Engineer,45250.0,5.0,92652289.20259999,1,1
640474.0129999999,Debit,San Diego,ATM,3738.0,Retired,28430.0,5.0,101324684.78559998,1,2
638190.5815,Debit,San Antonio,Online,3428.0,Retired,41480.0,5.0,21676552.801799998,0,2
454403.12850000005,Debit,Oklahoma City,Branch,1382.0,Student,4360.0,5.0,12105007.053199999,0,1
801695.79,Credit,Philadelphia,Branch,1692.0,Student,37710.0,5.0,22595191.496799998,0,1
612631.4994999999,Debit,San Antonio,ATM,3118.0,Doctor,43510.0,5.0,152780948.1672,2,2
737030.545,Debit,Detroit,Branch,2622.0,Engineer,49890.0,5.0,10009023.154599996,0,3
1574646.947,Credit,Fresno,Branch,3800.0,Doctor,45830.0,5.0,89629484.40199998,1,3
911012.6745,Credit,Indianapolis,Online,3490.0,Engineer,14510.000000000002,5.0,32112883.446599998,0,3
1041398.532,Credit,Indianapolis,Branch,2684.0,Doctor,26689.999999999993,5.0,89436086.78199999,1,3
153124.49,Debit,Fort Worth,ATM,4544.000000000001,Retired,22049.999999999993,5.0,94803317.03919998,1,3
88727.884,Debit,San Diego,Branch,3552.0,Engineer,15090.000000000002,5.0,38226777.28439999,0,2
628999.29,Debit,San Francisco,ATM,3800.0,Doctor,15669.999999999998,5.0,157477534.98519996,2,2
855404.4015,Debit,Las Vegas,ATM,3242.0,Doctor,46700.0,5.0,10681451.802599998,0,3
107244.7865,Debit,Fresno,Online,4482.000000000001,Retired,43510.0,5.0,54890064.991,0,3
303965.2885,Debit,Sacramento,Branch,1754.0,Student,4650.0,5.0,22496112.4084,0,2
194168.69150000002,Credit,Denver,Online,3986.0000000000005,Doctor,21760.0,5.0,214068207.64299998,2,3
1587157.849,Debit,El Paso,Branch,2250.0,Engineer,76860.0,17.0,145795277.36539996,1,3
118911.39450000001,Debit,Phoenix,ATM,4606.000000000001,Retired,27560.0,5.0,104355820.56059998,1,1
52212.16850000001,Debit,San Jose,ATM,4916.000000000001,Retired,29590.0,5.0,52375300.8614,0,2
333381.2590000001,Debit,Houston,Online,4978.000000000001,Retired,18570.0,5.0,73095773.1008,0,3
337928.93350000004,Debit,San Jose,Branch,2374.0,Engineer,30460.0,5.0,136201862.809,1,2
169626.6,Debit,Fort Worth,Online,2870.0,Engineer,50470.0,5.0,38196577.5022,0,3
1089753.552,Debit,Columbus,Online,3304.0,Retired,4070.0000000000005,5.0,56226293.77779999,0,0
265012.63350000005,Credit,Phoenix,Online,4234.000000000001,Retired,30170.0,5.0,62149914.11099998,0,1
876780.3905,Credit,Virginia Beach,Branch,1754.0,Engineer,55980.0,5.0,108373581.73239999,1,2
194610.027,Debit,Atlanta,Online,4110.000000000001,Retired,42350.0,5.0,97153990.72659999,1,0
576825.7585,Debit,El Paso,Online,2746.0,Doctor,14800.000000000002,5.0,117459996.98959999,1,3
510299.229,Debit,Boston,Online,3366.0,Engineer,38290.0,5.0,100883738.21199998,1,0
663039.689,Debit,San Diego,Online,1816.0,Engineer,14510.000000000002,5.0,31118968.4472,0,2
789645.412,Debit,Los Angeles,ATM,2560.0,Doctor,25530.0,5.0,165256731.09859997,2,3
213395.5685,Debit,Portland,Branch,2188.0,Doctor,32200.0,5.0,135205269.9964,1,2
607066.8345,Debit,Colorado Springs,ATM,3304.0,Engineer,24950.0,5.0,69499618.74059997,0,0
500110.1355,Debit,Fort Worth,Branch,2312.0,Engineer,41190.0,5.0,112092320.4302,1,3
177225.246,Debit,Dallas,ATM,1816.0,Engineer,41770.0,5.0,94514113.2136,1,0
502854.091,Debit,Oklahoma City,Branch,3924.0,Doctor,34230.0,5.0,202138103.5348,2,1
123766.085,Debit,Denver,ATM,4606.000000000001,Retired,66710.0,5.0,20102147.407599997,0,3
486524.67750000005,Debit,Jacksonville,ATM,1754.0,Engineer,24660.0,21.0,41614210.9824,0,3
337602.72900000005,Debit,Indianapolis,ATM,3552.0,Retired,25820.0,5.0,55461183.0396,0,3
382753.26950000005,Debit,Detroit,Online,3552.0,Doctor,41190.0,5.0,90263828.59559998,1,3
97995.9295,Debit,Dallas,Branch,3924.0,Retired,38580.0,5.0,63853449.60839999,0,0
836350.221,Debit,Jacksonville,ATM,3490.0,Retired,38870.0,5.0,56558788.91680001,0,3
143395.9205,Credit,Jacksonville,Branch,3986.0000000000005,Retired,46990.0,5.0,94515303.35279998,1,3
350746.85150000005,Credit,Louisville,Online,1444.0,Student,4070.0000000000005,5.0,18623548.218999997,0,1
1205728.8460000001,Debit,Austin,Online,2746.0,Doctor,31329.999999999993,5.0,176582690.79539996,2,0
515000.4115,Debit,San Antonio,Online,1816.0,Doctor,51340.0,5.0,139981744.9082,1,2
695142.0495,Debit,Jacksonville,ATM,4978.000000000001,Retired,13640.0,5.0,89313948.74659999,1,3
1074844.0875,Credit,Memphis,Online,3118.0,Engineer,26689.999999999993,5.0,12166745.5242,0,1
675416.2715,Debit,Chicago,ATM,4978.000000000001,Retired,13060.0,9.0,54503120.98359999,0,0
253979.24600000007,Debit,Colorado Springs,Branch,1754.0,Student,46410.0,5.0,4755451.191,0,0
47530.1745,Credit,Nashville,Online,2498.0,Engineer,4940.0,5.0,7114604.6202,0,1
1283077.6894999999,Debit,Detroit,Online,2746.0,Doctor,41480.0,17.0,200044797.44939998,2,3
153968.78399999999,Credit,New York,Branch,3304.0,Doctor,16830.000000000004,5.0,119204592.2894,1,1
16598.3125,Debit,Mesa,ATM,4234.000000000001,Retired,57430.0,5.0,62500558.87279999,0,1
343301.7135,Debit,Omaha,ATM,1134.0,Student,5519.999999999999,5.0,131970025.34859997,1,1
221090.157,Debit,San Francisco,Branch,1692.0,Engineer,31329.999999999993,5.0,13481403.037999999,0,2
310143.9855,Debit,San Jose,Online,2870.0,Doctor,80050.0,5.0,138151013.2838,1,2
1041456.0975,Credit,Nashville,Branch,4358.000000000001,Retired,18280.0,5.0,33087161.149199996,0,1
609177.5695000001,Credit,Sacramento,Online,4172.000000000001,Doctor,4650.0,5.0,217784863.59719998,2,2
539177.9215,Debit,Houston,Branch,2808.0,Engineer,8420.000000000002,5.0,144804188.9466,1,3
46417.241500000004,Debit,San Diego,ATM,1816.0,Engineer,8130.0,5.0,41003372.037999995,0,2
1126077.3825,Debit,Mesa,ATM,2250.0,Doctor,24950.0,5.0,99007037.46099998,1,1
714599.1885,Debit,San Diego,ATM,3428.0,Retired,41480.0,5.0,48109544.4338,0,2
736243.8165,Debit,Colorado Springs,Online,3366.0,Engineer,82660.0,5.0,124534928.23139998,1,0
474282.41449999996,Credit,Chicago,Branch,4048.0000000000005,Retired,43220.0,5.0,38852790.503599994,0,0
93601.763,Credit,Kansas City,Branch,1134.0,Student,39450.0,5.0,8212954.334399999,0,3
7963.487500000001,Credit,Omaha,Branch,3738.0,Retired,34520.0,5.0,89518801.45639998,1,1
117030.9215,Debit,Oklahoma City,Branch,2126.0,Engineer,16830.000000000004,5.0,108324488.49039999,1,1
783255.6415,Debit,Mesa,Branch,1630.0,Engineer,69900.0,5.0,101868132.09779999,1,1
1006628.9700000001,Debit,El Paso,Branch,3614.0,Doctor,22049.999999999993,5.0,193661039.54799998,2,3
209078.156,Debit,Milwaukee,ATM,1630.0,Student,71640.0,5.0,113028513.6784,1,1
134377.3255,Debit,Nashville,Branch,3924.0,Retired,14220.0,5.0,109051217.23939998,1,1
239549.494,Debit,Louisville,Online,3242.0,Retired,22920.0,5.0,99849507.24719998,1,1
621784.414,Debit,Virginia Beach,ATM,3366.0,Retired,8710.0,5.0,33443905.374399997,0,2
76159.41649999999,Debit,Austin,Online,4358.000000000001,Retired,47280.0,5.0,52435849.19319999,0,0
302602.905,Credit,Omaha,Branch,3614.0,nan,13349.999999999998,5.0,123961727.43919998,1,1
155945.1995,Credit,Seattle,Online,1382.0,Student,19730.000000000004,5.0,26993648.445199996,0,2
371911.76700000005,Debit,Kansas City,Branch,2312.0,Engineer,51050.0,5.0,57822567.979799986,0,3
32102.6205,Debit,nan,Online,4916.000000000001,Retired,47860.0,5.0,112931368.56619997,1,2
909631.1025,Debit,San Jose,ATM,3552.0,Retired,62070.0,5.0,22081795.199399997,0,2
75238.36850000001,Debit,Miami,ATM,4110.000000000001,Doctor,71060.0,17.0,139626785.8918,1,1
1223746.8475,Debit,Dallas,Branch,4916.000000000001,Retired,44089.99999999999,5.0,62525849.33079999,0,0
294716.43150000006,Credit,Portland,Branch,4110.000000000001,Retired,50470.0,5.0,71603636.07879998,0,2
358057.67000000004,Debit,Tucson,Branch,1134.0,Student,40320.0,5.0,144552623.27319998,1,2
1235893.168,Debit,Atlanta,Online,1506.0,Student,15960.0,5.0,29465270.028799996,0,0
434926.80100000004,Debit,nan,Branch,2560.0,Doctor,48730.000000000015,5.0,151984596.27499998,2,2
585249.51,Debit,Phoenix,ATM,1382.0,Student,64390.0,5.0,14056091.5042,0,1
447284.195,Credit,Nashville,Branch,2622.0,Doctor,10740.0,5.0,111117447.65799998,1,1
1521897.7605,Debit,Memphis,Online,4234.000000000001,Doctor,22049.999999999993,5.0,199187153.38839996,2,1
430187.24150000006,Debit,Houston,ATM,3242.0,Doctor,26980.0,5.0,126087464.81779997,1,3
412226.8055000001,Credit,Tucson,ATM,1444.0,Student,18280.0,5.0,14753215.540599998,0,2
313655.481,Credit,Baltimore,Branch,3924.0,Retired,32200.0,5.0,103449975.86199999,1,0
374156.8215000001,Debit,Jacksonville,Branch,2126.0,Engineer,26400.0,5.0,20381681.352199998,0,3
44901.35,Debit,El Paso,ATM,2870.0,Doctor,50760.0,17.0,220938732.47719997,2,3
436538.63500000007,Debit,Sacramento,Online,2126.0,Doctor,80340.0,5.0,171162201.809,2,2
498709.37499999994,Debit,Oklahoma City,Online,1630.0,Student,29010.000000000004,5.0,13601607.097199997,0,1
114191.0235,Credit,Dallas,Online,2250.0,Doctor,15960.0,5.0,148111139.48119998,2,0
2062668.0675000001,Debit,Jacksonville,Branch,1258.0,Student,26400.0,5.0,7897567.4464,0,3
216715.179,Credit,San Antonio,Online,4544.000000000001,Retired,9000.0,5.0,56648346.89159999,0,2
22661.878500000003,Debit,Phoenix,ATM,1320.0,Student,38000.0,5.0,4764377.234999999,0,1
631570.549,Debit,Sacramento,Branch,3428.0,Doctor,4070.0000000000005,5.0,179025600.27079996,2,2
295963.68400000007,Debit,Mesa,ATM,3800.0,Retired,23790.0,5.0,90890288.11699998,1,1
447936.60400000005,Debit,Chicago,Online,1258.0,Student,86140.0,5.0,25169760.1212,0,0
272093.19000000006,nan,Chicago,ATM,1134.0,Student,33650.0,5.0,25255896.4458,0,0
401097.47550000006,Debit,Detroit,Branch,3428.0,Engineer,36550.0,5.0,124362209.27999999,1,3
2182941.5855,Debit,Baltimore,ATM,1630.0,Student,41770.0,5.0,24236095.918799996,0,0
501088.74899999995,Debit,San Antonio,nan,2622.0,Engineer,46990.0,5.0,90749405.38919999,1,2
189409.9435,Debit,Fort Worth,ATM,2002.0,Doctor,33940.0,5.0,150184213.20019996,2,3
167669.373,Debit,Atlanta,Branch,1320.0,Student,73090.0,5.0,22389446.1826,0,0
160013.16150000002,Debit,Omaha,Branch,2002.0,Doctor,45830.0,5.0,196106924.37139997,2,1
513388.5775,Debit,Charlotte,Online,2870.0,Engineer,11610.0,5.0,64416980.51959999,0,0
1669495.7025,Debit,El Paso,ATM,1816.0,Doctor,11320.0,5.0,13467270.134999998,0,3
315670.2735,Debit,Louisville,Branch,4854.000000000001,Retired,31910.0,5.0,52867423.4206,0,1
1454718.822,Debit,San Francisco,ATM,4296.000000000001,Retired,26110.0,5.0,91709996.49099998,1,2
199100.13600000003,Debit,Kansas City,Online,1754.0,Engineer,54530.0,5.0,143205683.23359996,1,3
1120455.152,Debit,Kansas City,Online,3428.0,Engineer,40320.0,5.0,94677757.3536,1,3
391560.791,Debit,Washington,Online,4792.000000000001,Retired,46120.0,5.0,64741144.68419999,0,2
102677.9235,Debit,New York,Online,3490.0,Retired,47860.0,5.0,85890959.63999999,1,1
2126968.731,Debit,Los Angeles,Branch,1878.0,Engineer,75990.0,5.0,137714678.4996,1,3
101603.36750000001,Credit,Charlotte,Online,4234.000000000001,nan,4070.0000000000005,5.0,94252877.65919998,1,0
230588.4645,Debit,Portland,ATM,3056.0,Doctor,30460.0,5.0,80390880.09459999,1,2
423682.3400000001,Debit,Indianapolis,Online,1940.0,Engineer,8130.0,5.0,121026992.93939999,1,3
228362.59850000002,Debit,Philadelphia,ATM,2808.0,Doctor,25240.0,5.0,145766267.72239998,1,1
351763.842,Debit,Raleigh,ATM,1320.0,Student,21470.0,5.0,2044462.8607999994,0,2
1648062.148,Debit,Jacksonville,Online,3738.0,Engineer,65840.0,5.0,104367275.65039998,1,3
21990.281000000003,Credit,San Francisco,Online,2560.0,Engineer,37130.0,5.0,35060263.1754,0,2
117760.0845,Debit,Columbus,Branch,4668.000000000001,Retired,47570.0,5.0,63887368.57559998,0,0
197795.318,Credit,Milwaukee,Branch,3056.0,Engineer,43510.0,5.0,137630476.15119997,1,1
2322.0685000000003,Debit,Atlanta,Branch,3428.0,Retired,56850.0,5.0,112211483.11759996,1,0
815856.903,Credit,Colorado Springs,Online,1630.0,Engineer,49890.0,5.0,146992854.93539998,1,0
116973.356,Debit,Colorado Springs,ATM,3242.0,Retired,69030.0,5.0,92075815.52759998,1,0
123209.6185,Debit,Omaha,ATM,3180.0,Doctor,10740.0,5.0,186557098.6632,2,1
1003597.1869999999,Debit,Jacksonville,Online,3304.0,Retired,24080.0,5.0,68226467.33139998,0,3
96441.661,Debit,Las Vegas,Branch,4048.0000000000005,Retired,47570.0,5.0,22603522.4712,0,3
211227.268,Debit,Detroit,Branch,1196.0,Student,27560.0,5.0,21530611.982399996,0,3
104520.0195,Credit,Philadelphia,Branch,1444.0,Student,9870.0,5.0,16831942.4208,0,1
153047.736,Debit,Kansas City,Online,4234.000000000001,Doctor,33360.0,5.0,152914392.52499998,2,3
32217.7515,Credit,Detroit,Online,1878.0,Doctor,42350.0,5.0,7961388.660999999,0,3
2938354.4535,Debit,San Diego,Online,1134.0,Student,17990.0,17.0,12792014.906399997,0,2
131671.747,Debit,Omaha,Branch,1816.0,Doctor,45540.0,5.0,206659888.65779996,2,1
1234549.973,Credit,Detroit,Online,1134.0,Student,30460.0,5.0,15572180.077599999,0,3
630035.4689999999,Credit,San Diego,Online,2622.0,Engineer,9000.0,5.0,42256737.382999994,0,2
139462.27800000002,Debit,Seattle,Online,4296.000000000001,Retired,12770.0,5.0,92485372.17979999,1,2
680731.486,Debit,Detroit,Branch,3180.0,Doctor,80920.0,5.0,150878808.19079998,2,3
1523336.898,Credit,Los Angeles,ATM,1382.0,Student,73090.0,5.0,20887936.8144,0,3
56069.057,Debit,Detroit,ATM,1692.0,Engineer,20020.000000000004,5.0,115976042.17459998,1,3
1254870.5945000001,Debit,Miami,nan,2312.0,Engineer,29010.000000000004,5.0,57820782.771,0,1
703124.4655,Credit,Portland,Online,1320.0,Student,26689.999999999993,5.0,23214510.183,0,2
231912.47100000002,Debit,Colorado Springs,Online,2064.0,Doctor,46990.0,17.0,201826584.59919998,2,0
448512.2590000001,Debit,Boston,Online,4482.000000000001,Retired,41190.0,5.0,70657772.94959998,0,0
905390.4439999999,Debit,Raleigh,ATM,1134.0,Student,40030.0,5.0,15536327.134199997,0,2
409482.85000000003,Credit,Fort Worth,Branch,4544.000000000001,Retired,29010.000000000004,5.0,29935672.547599997,0,3
487791.1185,Debit,Phoenix,ATM,2994.0,Engineer,13349.999999999998,5.0,37001528.97799999,0,1
1108577.4705,Debit,San Jose,ATM,2312.0,Doctor,18280.0,5.0,222823764.20259997,2,2
